ID,Hora de inicio,Hora de finalización,Correo electrónico,Nombre,Column,(SD)Edad,(SD)Sexo,(SD)Estado Civil,(SD)Numero de hijos,(SD)Nivel Educativo,(SD)Zona de vivienda,(SD)Departamento ,(SD)Ciudad /Municipio,(SD)Estrato Socioeconómico,(LB)Sector Económico ,(LB)Sector empresa,(LB)Tamaño Empresa,(LB)Trabajo por turnos,(LB)Tipo de Contrato,(LB)Número de horas de trabajo semanal ,(LB)Ingreso salarial mensual ,(LB)Cargo,(LB)Personas a cargo en la empresa,(LB)Años de experiencia laboral,(LB)Antigüedad en el cargo/labor actual ,(LB)Tipo de modalidad de trabajo,(LB)Tiempo promedio de traslado al trabajo/casa al día ,(LB)Horas de formación recibidas (ultimo año),"(BM),(CT)Tengo la opción de decidir qué hago en mi trabajo.","(BM),(CT)Tengo algo que decir sobre la forma en que hago mi trabajo.","(BM),(CT)Tengo voz y voto sobre mi propio ritmo de trabajo.","(BM),(CT)Me presionan para que trabaje muchas horas.","(BM),(CT)Tengo algunos plazos de entrega inalcanzables.","(BM),(CT)Tengo presiones de tiempo poco realistas.","(BM),(CT)Tengo que descuidar algunas tareas porque tengo mucho que hacer.","(BM),(CL)Puedo confiar en mi líder para que me ayude con un problema laboral.","(BM),(CL)Si el trabajo se pone difícil, mi líder me ayudará.","(BM),(CL)Recibo la ayuda y el apoyo que necesito de mi líder.","(BM),(CL)Mi líder está dispuesto a escuchar mis problemas relacionados con el trabajo.","(BM),(CL)Siento que mi líder valora mis contribuciones a esta organización.","(BM),(CL)Mi líder me da suficiente crédito por mi trabajo duro.","(BM),(CL)Mi líder me anima en mi trabajo con elogios y agradecimientos.","(BM),(AG)Si el trabajo se pone difícil, mis compañeros de trabajo me ayudarán.","(BM),(AG)Recibo la ayuda y el apoyo que necesito de mis compañeros de trabajo.","(BM),(AG)Mis compañeros de trabajo están dispuestos a escuchar mis problemas laborales.","(BM),(CR)Tengo claro lo que se espera de mí en el trabajo.","(BM),(CR)Sé cómo hacer mi trabajo.","(BM),(CR)Tengo claro cuáles son mis deberes y responsabilidades.","(BM),(CR)Entiendo cómo mi trabajo encaja en el objetivo general de la organización.","(BM),(CR)Diferentes grupos en el trabajo me exigen cosas que son difíciles de hacer al mismo tiempo.","(BM),(CR)Diferentes personas en el trabajo esperan de mí cosas contradictorias.","(BM),(CR)Recibo solicitudes incompatibles de dos o más personas.","(BM),(CO)Me consultan sobre cambios propuestos en el trabajo.","(BM),(CO)Cuando se realizan cambios en el trabajo, tengo claro cómo funcionarán en la práctica.","(BM),(CO)Estoy claramente informado sobre la naturaleza de los cambios que se producen en esta organización.","(BM),(CO)Puedo expresar inquietudes sobre cambios que afectan mi trabajo.","(BM),(RO)En mi lugar de trabajo la salud física y mental es un prioridad de los líderes.","(BM),(RO)En mi lugar de trabajo se hacen mediciones periódicas de los niveles de salud mental de las personas.","(BM),(RO)En mi lugar de trabajo existen recursos accesibles y fáciles de usar para las necesidades relacionadas con la salud mental de las personas.","(BM),(RO)Recibo entrenamiento periódico sobre pautas para el cuidado de mi salud mental en el trabajo.","(BM),(RO)En mi lugar de trabajo se comunican claramente los resultados de las acciones implementadas para el cuidado de la salud mental de las personas.","(BM),(CP)Mi labor contribuye a la misión y visión de la empresa para la que laboro.","(BM),(CP)Me siento entusiasmado por mi trabajo.","(BM),(CP)Cuando me levanto en la mañana tengo ganas de ir a trabajar.","(BM),(DO)Me siento orgulloso de la empresa en la que laboro.","(BM),(DO)Recomendaría ampliamente a otros trabajar en la empresa en la que laboro.","(BM),(DO)Me molesta que otros hablen mal de la empresa en la que laboro.","(BM),(ST)Considero mi trabajo significativo.","(BM),(ST)Me gusta hacer las tareas y actividades de mi trabajo.","(BM),(ST)Me siento satisfecho por el salario y los beneficios que recibo en mi trabajo.","(BM),(IR)Me veo trabajando en este lugar en el próximo año.","(BM),(IR)A menudo considero seriamente dejar mi trabajo actual.","(BM),(IR)Tengo la intención de dejar mi trabajo actual en los próximos 3 a 6 meses.","(BM),(IR)He empezado a buscar activamente otro trabajo.","(BM),(FT)Las demandas de mi familia o cónyuge / pareja interfieren con las actividades relacionadas con el trabajo.","(BM),(FT)Tengo que posponer las tareas en el trabajo debido a las exigencias de mi tiempo en casa.","(BM),(FT)Las cosas que quiero hacer en el trabajo no se hacen debido a las demandas de mi familia o mi cónyuge / pareja.","(BM),(FT)Mi vida hogareña interfiere con mis responsabilidades en el trabajo, como llegar al trabajo a tiempo, realizar las tareas diarias y trabajar.","(BM),(FT)La tensión relacionada con la familia interfiere con mi capacidad para realizar tareas relacionadas con el trabajo.","(BM),(FT)Las exigencias de mi trabajo interfieren con mi hogar y mi vida familiar.","(BM),(FT)La cantidad de tiempo que ocupa mi trabajo dificulta el cumplimiento de las responsabilidades familiares.","(BM),(FT)Las cosas que quiero hacer en casa no se hacen debido a las exigencias que me impone mi trabajo.","(BM),(FT)Mi trabajo produce tensión que dificulta el cumplimiento de los deberes familiares.","(BM),(FT)Debido a deberes relacionados con el trabajo, tengo que hacer cambios en mis planes para las actividades familiares.","(BM),(SB)En mi trabajo, me siento agotado/a emocionalmente.","(BM),(SB)Al final del día de trabajo, me resulta difícil recuperar mi energía.","(BM),(SB)Me siento físicamente agotado/a en mi trabajo.","(BM),(SB)Me cuesta encontrar entusiasmo por mi trabajo.","(BM),(SB)Siento una fuerte aversión hacia mi trabajo.","(BM),(SB)Soy cínico (despreocupado) sobre lo que mi trabajo significa para los demás.","(BM),(SB)Tengo problemas para mantenerme enfocado en mi trabajo.","(BM),(SB)Cuando estoy trabajando, tengo dificultades para concentrarme.","(BM),(SB)Cometo errores en mi trabajo, porque tengo mi mente en otras cosas.","(BM),(SB)En mi trabajo, me siento incapaz de controlar mis emociones.","(BM),(SB)No me reconozco en la forma que reacciono en el trabajo.","(BM),(SB)Puedo reaccionar exageradamente sin querer.","(BM),(PA)Marque para cada uno de los pares de adjetivos dispuestos, el número que mejor se identifica.  ","(BM),(PA)2","(BM),(PA)3","(BM),(PA)4","(BM),(PA)5","(BM),(PA)6","(BM),(PA)7","(BM),(PA)8","(BM),(PA)9","(BM),(PA)10","(BM),(CP)11","(BM),(CP)12","(BM),(CP)13","(BM),(CP)14","(BM),(CP)15","(BM),(CP)16","(BM),(CP)17","(BM),(CP)18","(BM),(CP)19","(BM),(CP)20","(BM),(PE)Mi motivación por el trabajo","(BM),(PE)Mi capacidad para responder a mi cargo de trabajo ","(BM),(PE)Mi autoestima profesional","(BM),(PE)Mi confianza en mi futuro profesional","(BM),(PE)El sentido de mi trabajo","(BM),(PE)Mi estado de ánimo laboral ","(BM),(PE)Mi sensación de seguridad en el trabajo","(BM),(PE)MI eficacia profesional","(BM),(PE)Mi compromiso con el trabajo","(BM),(PE)Mis competencias profesionales","(BM),(CS)Trastornos digestivos","(BM),(CS)Dolores de cabeza","(BM),(CS)Alteraciones de sueño","(BM),(CS)Dolores de espalda","(BM),(CS)Tensiones musculares","(BM),(CD)Sobrecarga de trabajo","(BM),(CD)Desgaste emocional","(BM),(CD)Agotamiento físico","(BM),(CD)Cansancio mental ","(BM),(CA)Mal humor ","(BM),(CA)Baja realización personal","(BM),(CA)Trato distante","(BM),(CA)Frustración "
1553,2024-08-30 7:44:16,2024-08-30 8:24:52,anonymous,,"Si, autorizo",24,Hombre,4,0,Tecnológico,Urbana,Cundinamarca,Zipaquirá,2,Agroindustrial,Privado,4,0,No hay Información,,2,5,0,3,,2,1,62.0,4,4,2,2,2,2,3,2,2,2,2,2,2,2,5,3,2,7,7,7,7,3,4,4,3.240418118,6,6,7,7,1,1,2.341463415,0.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,1,1,1,1,1,1,1,3,3,5,3,3,3,2,2,1,1,1,3,2,3,4,5,6,3,6,4,4,6,6,5,6,6,6,7,7,7,7,7,5,5,7,5,5,5,3,5,2,6,6,7,7,7,4,5,7,4,4,5,6,2,4,7,5,4
1417,2024-08-29 9:39:57,2024-08-29 9:49:38,anonymous,,"Si, autorizo",31,Hombre,3,0,Bachiller,Urbana,Cundinamarca,Zipaquirá,3,Agroindustrial,Privado,4,0,No hay Información,,1,5,0,2,,2,1,37.0,7,7,4,5,2,2,4,7,7,7,7,7,3,7,1,4,3,3,7,7,7,7,7,1,3.240418118,7,3,3,1,2,3,2.341463415,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,5.0,5.0,0.0,5.0,3,4,7,5,7,5,5,5,5,2,1,2,3,1,1,1,1,2,1,2,2,1,5,5,6,7,5,2,6,2,6,1,2,7,7,7,4,7,7,7,7,7,6,2,7,7,7,7,7,7,7,7,1,1,1,4,4,2,2,4,1,1,2,1,1
486,2024-08-15 7:15:03,2024-08-15 7:37:43,anonymous,,"Si, autorizo",22,Mujer,3,0,Bachiller,Urbana,Cundinamarca,Zipaquirá,3,Agroindustrial,Privado,4,0,No hay Información,,2,5,0,1,,2,1,20.0,4,3,3,1,1,1,2,6,3,5,4,5,2,1,3,4,5,7,7,7,7,2,1,1,3.240418118,6,6,6,4,6,6,2.341463415,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,7,7,6,7,6,6,6,6,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,2,2,2,1,2,2,2,1,2,1
623,2024-08-15 9:00:33,2024-08-15 9:30:28,anonymous,,"Si, autorizo",20,Hombre,3,1,Bachiller,Urbana,Cundinamarca,Tocancipá,3,Agroindustrial,Privado,4,0,Indefinido,,2,5,1,7,,2,1,8.0,7,6,6,1,3,1,1,7,5,7,7,6,4,6,4,4,5,7,7,7,6,4,2,1,3.240418118,4,6,7,7,6,7,2.341463415,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,3.0,0.0,4,2,1,1,1,1,6,5,4,5,2,2,2,1,2,2,2,1,1,2,1,1,2,3,7,4,3,4,2,5,1,6,3,3,2,2,6,6,5,5,4,4,1,1,2,1,1,1,2,2,1,1,1,2,2,4,2,2,1,2,2,1,1,1,1
1495,2024-08-29 11:35:17,2024-08-29 11:58:04,anonymous,,"Si, autorizo",57,Hombre,3,0,Primaria,Urbana,Cundinamarca,Gachancipá,2,Agroindustrial,Privado,4,0,No hay Información,,2,5,0,7,,2,1,15.0,3,2,2,1,3,2,2,7,2,7,4,7,7,4,2,2,2,7,7,7,7,1,2,4,3.240418118,7,7,4,4,4,7,2.341463415,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,4,1,3,2,1,2,1,1,2,2,2,1,2,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,4,3,2,2,4,2,2,4,2,2,2
1108,2024-08-26 9:39:01,2024-08-26 10:10:26,anonymous,,"Si, autorizo",25,Mujer,2,2,Primaria,Urbana,Cundinamarca,Ubaté,1,Agroindustrial,Privado,4,0,No hay Información,,2,5,0,3,,2,1,17.0,6,4,2,1,6,6,2,5,4,5,5,4,4,4,2,2,3,7,6,7,7,1,1,4,3.240418118,6,6,6,6,6,4,2.341463415,1.0,5.0,4.0,3.0,3.0,5.0,0.0,5.0,3.0,3.0,5.0,0.0,0.0,0.0,4,1,1,1,1,1,3,1,1,1,3,4,3,2,3,1,1,2,2,3,5,2,5,7,7,6,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,6,5,7,7,6,7,6,7,7,1,6,2,6,6,2,2,2,2,4,2,1,2
222,2024-04-15 10:29:03,2024-04-15 10:55:32,anonymous,,"Si, autorizo",62,Mujer,2,3,Tecnológo,Urbana,BOYACÁ,Tunja,3,Otro,Público,4,0,Termino Indefinido,40.0,2,3,0,7,10.0,2,1,40.0,3,3,3,1,3,1,1,6,4,4,5,5,5,5,2,2,4,6,6,6,6,3,2,1,1.0,4,1,1,4,2,2,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,4,1,1,4,4,1,1,1,1,1,3,3,3,2,1,1,2,2,2,1,1,1,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,6,5,7,7,7,6,7,7,7,6,6,4,6,7,7,5,5,3,5,5,5,5,5,5,4,4,3,4
414,2024-08-08 9:16:43,2024-08-08 9:52:55,anónimo,,"Si, autorizo",25,Mujer,4,1,Bachiller,Urbana,Cundinamarca,Tocancipá,2,Agroindustrial,Privado,4,0,No hay información,,2,5,0,1,,2,1,2.0,1,1,1,1,1,1,4,1,4,4,4,1,4,4,4,1,6,7,7,7,1,1,1,7,3.240418118,7,4,7,4,6,6,2.341463415,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,Nunca,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,1,1,1,4,2,1,1,1,1,1,1,1,1
1787,2024-09-26 8:01:42,2024-09-26 8:22:35,anonymous,,"Si, autorizo",29,Hombre,4,1,Bachiller,Urbana,CUNDINAMARCA,Chocontá,2,Agroindustrial,Privado,4,0,Indefinido,,2,5,0,3,,2,1,4.0,1,4,4,1,1,1,2,2,2,2,2,2,4,2,3,3,4,5,7,6,7,2,3,1,3.240418118,7,7,4,4,5,4,2.341463415,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,4,4,4,1,1,1,1,1,3,3,3,4,2,3,3,3,3,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,5,4,2,2,1,4,4,2,2,4,4,4,4,4,4
137,2024-04-04 14:05:51,2024-04-04 16:10:10,anonymous,,"Si, autorizo",40,Mujer,1,2,Posgrado,Urbana,BOGOTÁ D.C.,Bogota D.C.,6,Educativo,Privado,4,0,Término fijo,48.0,5,4,Sí,7,7.0,2,1,128.0,4,6,6,2,2,2,4,5,5,4,4,5,4,2,6,6,4,6,6,5,6,5,4,3,5.0,4,4,5,2,1,1,1.0,0.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,1,3,1,2,1,3,6,6,6,3,4,5,4,2,2,1,2,3,2,2,1,2,6,5,3,3,5,3,2,4,5,6,3,5,6,7,7,6,6,5,6,6,5,6,5,4,5,5,5,7,7,7,5,7,6,5,6,6,5,5,7,5,4,3,3
